,p,q,m,SSE,MSE,RMSE,MAE,MAPE,Adjusted-R2,AIC,q/p,t*,t**
제넥신,0.000122923,0.125191396,1873121.458,216753918.3,12041884.35,3470.141834,2539.422203,1.339244878,0.531429381,299.4702269,1018.454456,55.26935463,44.76011745
코그넥스코리아,0.001093764,0.004124099,36144456.81,5.7983E+11,27610932352,166165.3765,147722.033,0.370673968,0.52653517,510.8710302,3.770556516,254.361322,1.96722489
코핀커뮤니케이션즈,3.25166E-05,0.216678535,3314563.306,90610141.11,6040676.074,2457.778687,1892.801134,0.773784238,0.523874526,240.2103974,6663.623979,40.62745622,34.5504339
로앤컴퍼니,0.006916275,0.187684212,3733421,8.7982E+12,4.18962E+11,647272.6922,450499.3542,0.566373034,0.523398151,567.9819642,27.13660534,16.96236026,10.19486488
스티비,0.001608051,0.26699706,1547096,1.4105E+12,67166576314,259165.1526,143816.2137,0.494912112,0.518652125,529.5392733,166.0376664,19.03245489,14.12950316
마이플레이컴퍼니,0.002995929,0.21452852,201501.843,3564755750,222797234.4,14926.39388,10531.1836,1.084772499,0.516990632,313.5483624,71.60668049,19.63544047,13.5811422
비모뉴먼트,0.010973384,0.213959837,17186,185228266.4,10290459.25,3207.874568,2528.586471,1.042355474,0.516917438,296.6410993,19.49807275,13.20532207,7.350438158
하비풀,0.002491266,0.04277317,550524.1862,2100672029,105033601.5,10248.59022,7771.223213,0.49144608,0.508825601,375.3958174,17.1692483,62.81133991,33.71658021
이벤터스,0.007661153,0.423504403,157116,22822904379,1201205494,34658.41159,23720.11343,0.387430147,0.506756106,403.2252379,55.27946289,9.305941567,6.251528058
비알스톰,0.02530717,0.37055065,24472,410869988.4,29347856.32,5417.366179,3887.911918,0.845407484,0.506137922,246.7262209,14.64212107,6.779965537,3.453119813
튜터링,0.013937279,0.334395687,882336,8.6551E+11,41214770928,203014.2136,140833.3973,0.512716921,0.505946253,519.2833135,23.99289692,9.12275936,5.342014998
코드잇,0.004548342,0.40958907,186783,33104030302,1576382395,39703.68239,29602.7311,0.442588502,0.50278114,450.7463671,90.05239494,10.86690441,7.686902169
일리오,0.02049832,0.369924832,311277,45281057007,3234361215,56871.44463,44420.78067,0.407233839,0.501635917,312.559362,18.04659247,7.409798496,4.036643266
푸드테크,0.000535891,0.067792884,1103893.722,74540462.49,6211705.207,2492.329273,2081.376373,0.475008355,0.498415909,193.7033521,126.5050975,70.83813026,51.56428973
블루엠텍,0.001581552,0.325335313,30173,523156956.2,27534576.64,5247.339959,4129.081732,4.15382472,0.496973491,331.488109,205.7063079,16.29297848,12.26456015
스팬딧,9.52733E-05,0.196470847,2598632.37,240392802.4,17170914.45,4143.780213,3183.0123,1.337762249,0.494667416,239.2221849,2062.181893,38.82418738,32.12436598
문리버,0.140235768,0.141295487,151689,11259281870,938273489.2,30631.25021,26828.76074,0.743823656,0.49098157,253.9146244,1.007556694,0.026740496,-4.651098559
펫닥,0.004857424,0.124350778,245574.024,8941131773,425768179.7,20634.15081,16170.21779,0.613279809,0.490531235,423.2575171,25.6001511,25.09591653,14.90339101
데이원컴퍼니,0.000311694,0.037041898,70457744.27,4.17591E+11,19885275525,141015.1606,125146.384,0.514420262,0.488629915,503.9781528,118.840448,127.9068897,92.65036379
프라미솝,0.016046472,0.331081978,21988,291380510,22413885.39,4734.330511,3561.467403,0.977437912,0.488007828,226.0274857,20.63269561,8.719760604,4.925897275
윌림,0.025686812,0.40100304,828393,4.75491E+11,22642446851,150474.0737,124522.5952,0.294497276,0.480626955,506.7049354,15.6112419,6.440254619,3.353802267
작당모의,6.06602E-05,0.2223702,290247514.2,2.54447E+11,23131580843,152090.6994,133583.7512,0.508320304,0.461830149,268.5091112,3665.833773,36.89600931,30.9752576
니더,0.000128144,0.067236035,49935425.03,1.25068E+11,5955639425,77172.7894,60323.92884,0.850823001,0.457912252,478.6596926,524.6918523,92.96945774,73.41963278
유비스랩,0.001237018,0.033593003,616574.9909,162077234.1,11576945.29,3402.491042,2572.10404,0.540654436,0.455939339,233.7033669,27.15643187,94.79218883,56.98118952
스타일쉐어,0.07955513,0.325119905,5102342,1.28983E+13,6.14207E+11,783713.4583,626200.171,0.196633645,0.454873584,576.0155473,4.086724555,3.478701878,0.224342749
톤28,0.001871184,0.143554192,147634.4225,1038412985,51920649.24,7205.598465,5159.90541,0.708977059,0.453938864,361.3045427,76.71839256,29.84445768,20.78855606
트위니,0.000118891,0.115017405,2717170.491,467372469.7,25965137.2,5095.599789,3419.42927,0.914730211,0.447419669,313.3007758,967.4211303,59.70865978,48.27040835
나이비,0.026814104,0.406717707,103249,7324136288,523152592,22872.5292,15334.34808,0.935801048,0.440090058,287.0553724,15.16805138,6.272184099,3.234441856
지티에스글로벌,0.000708983,0.61806178,224292,42283788551,3020270611,54956.98873,37271.81364,4.291546822,0.440084834,311.6005718,871.7582546,10.94187469,8.813529311
투미유,0.018321045,0.11566196,123880,9838403855,517810729.2,22755.45493,14600.1254,0.861487229,0.433182776,387.2372866,6.313065608,13.75265016,3.923359503
파킹클라우드,0.020930452,0.369612725,241981,47111763311,2243417301,47364.72633,34563.79032,0.313115137,0.42412644,458.1565885,17.65908938,7.351941594,3.979823033
마이셰프,0.000625337,0.019966919,1967097.768,923692326.1,48615385.58,6972.473419,5276.030538,0.416648638,0.416941021,342.2895617,31.92985331,168.1963088,104.2422714
트리플래닛,0.000616151,0.328275994,88933,5500217964,261915141.1,16183.79254,12170.40811,1.131070497,0.403687169,413.0541535,532.7850687,19.08868358,15.08445935
두나무,0.000111214,0.067498663,711091716.7,1.4463E+13,6.88714E+11,829887.6479,603952.7419,0.472851249,0.402677981,578.4199155,606.9245279,94.78503323,75.3062536
위밋플레이스,0.068866164,0.284432778,98669,7571967232,504797815.5,22467.70606,19570.2743,0.980235953,0.401399863,306.5950281,4.130225361,4.014537846,0.286935689
콩테크,0.000164374,0.080653383,1546803.969,74728420.48,4670526.28,2161.140042,1709.096939,0.442331574,0.400952412,251.7085171,490.6713353,76.66353043,60.36812759
마켓보로,0.014594172,0.087053846,83682.35369,1592162095,93656593.84,9677.63369,7910.749413,1.008774817,0.400182258,318.0374717,5.964973213,17.56949716,4.613436413
뷰노,0.005728598,0.201029353,25248,493304648.5,24665232.42,4966.410416,3497.614418,1.09108583,0.39547444,346.4181043,35.09224461,17.2084321,10.83886859
알려줌,0.000493192,0.051500221,1456684.893,687726565.6,34386328.28,5863.985699,4912.453179,0.668685716,0.395353731,353.0633922,104.4222687,89.40445926,64.07513721
이원다이애그노믹스,9.48374E-05,0.098726293,1882050.857,198434433.7,9921721.686,3149.876456,2395.67141,0.964781275,0.391410467,328.2047404,1041.006336,70.30827459,56.98159137
마켓디자이너스,0.049527037,0.308471537,468861,1.81125E+11,8625001121,92870.88414,69645.70212,0.266365951,0.391397027,486.4365495,6.228346311,5.109268562,1.430600563
오션스,0.037008142,0.108758876,2654164,3.38021E+12,2.60016E+11,509917.5896,339123.1486,2.12693698,0.379247782,347.6921145,2.938782428,7.395331068,-1.639345752
원스토어,0.002944173,0.290020235,85660,4791105020,281829707.1,16787.78446,9591.589072,4.026923046,0.378486009,336.7658307,98.50651916,15.66785114,11.17256823
씽즈,0.123916603,0.703848244,126382,8848422539,632030181.4,25140.21045,20681.13325,0.409401513,0.377940694,289.7022679,5.680015634,2.098366451,0.50738575
페이플,0.0165562,0.184041017,170212,13934431501,995316535.8,31548.63762,21140.19441,0.886089579,0.375920772,296.0599992,11.1161386,12.00613855,5.440953265
셀버스,0.063712269,0.249845676,49932,1559539442,91737614.26,9577.975478,6785.989876,0.254675923,0.374331799,317.6855317,3.921468829,4.357938652,0.157892309
담화컴퍼니,0.005818544,0.346415328,124287,7370751202,566980861.7,23811.35993,14747.28326,0.646934745,0.373203645,268.0258694,59.53643262,11.60191785,7.863044323
뉴닉,0.032408922,0.401389816,117468,9570417766,683601269,26145.76962,22692.29302,0.536152708,0.370978634,290.8003951,12.38516394,5.801075653,2.765202608
팟빵,0.286936777,0.040916794,7098860,1.70266E+13,8.10791E+11,900439.5198,825562.435,0.163974266,0.365617776,581.8468077,0.142598639,-5.940826918,-9.957735733
삼분의일,0.015451759,0.186696063,123093,8267376982,551158465.5,23476.76437,15958.40052,0.825894545,0.362423031,307.9129938,12.08251215,12.32642089,5.811594822
핑거스토리,0.000161714,0.087878367,222661999.1,9.55303E+12,4.54906E+11,674467.5069,515929.8408,2.42009961,0.359306902,569.7105088,543.4189473,71.53424353,56.57562595
나이스페이먼츠,0.004661485,0.182373288,1024084,7.61568E+11,36265136100,190434.0728,124854.282,0.702889028,0.358177969,516.5965763,39.12342996,19.60449095,12.56324469
마이페어,0.000186905,0.154463089,990532.2007,114353556.5,7623570.432,2761.081388,2019.714977,0.598998715,0.355766857,243.7013307,826.4277572,43.43428893,34.91855695
퓨처플레이,0.003460634,0.22709371,34660,767371057,40387950.37,6355.151483,4343.436223,5.009796308,0.355312582,338.7667988,65.62200479,18.14717959,12.43504302
업라이즈,0.004967309,0.244761349,177663,22497759014,1323397589,36378.53198,22941.84098,0.688141544,0.353587842,363.0589594,49.27443809,15.60656065,10.33300532
플리팝,0.017253749,0.342029211,70945,4411075738,294071715.8,17148.51935,13159.03044,1.125502792,0.349969069,298.4900134,19.82347249,8.313410452,4.647893175
코인원,0.001185691,0.303445812,8928038,7.52507E+13,3.58337E+12,1892978.25,1139778.701,0.861075593,0.344711348,613.0538015,255.9232692,18.20191816,13.87880027
오니온파이브,0.002566634,0.317064478,1038140,7.77E+11,48562506374,220369.0232,143632.0741,3.13973877,0.341386507,399.6978815,123.5331895,15.06896443,10.94872129
카테노이드,0.015621705,0.328586619,2839597,8.57026E+12,4.08108E+11,638832.9419,461629.7642,0.339748832,0.340995029,567.430727,21.03397907,8.849696434,5.023647488
서울번드,0.001596369,0.004101429,458698.7853,445690515.7,22284525.78,4720.648873,3807.58239,1.698923043,0.339155595,344.3880617,2.56922361,165.6085051,-65.52604395
모토벨로,0.003882317,0.21504486,70949,3023572615,159135400.8,12614.88806,7614.456259,0.818292613,0.338419117,364.8200535,55.39085457,18.33675722,12.32125054
쇼퍼블,6.83542E-05,0.096608259,12037999.44,5066858387,241278970.8,15533.15714,12378.01493,0.764328733,0.336433408,411.3307519,1413.348253,75.03072981,61.40842904
마이셀럽스,0.000960924,0.305199662,5276393,2.62951E+13,1.25215E+12,1118994.911,769086.5981,1.250216553,0.335285935,590.9735405,317.6106362,18.81635485,14.51482827
이지어드민,0.000494711,0.055914853,3519102.074,12287291784,585109132.5,24189.02918,17096.11734,0.891001397,0.328572923,429.9334877,113.0253458,83.8086981,60.46233959
스페이스워크,0.025320185,0.081776808,42747,859541355.1,53721334.69,7329.483931,4558.104497,0.52984657,0.326630227,290.7891324,3.229708144,10.94700924,-1.349861627
플라잉,0.05139655,0.457355831,99320,8251108438,687592369.8,26221.98257,20963.77202,1.645565378,0.317047535,250.1844808,8.898570563,4.296570854,1.707967939
달콤한고래들,0.00289472,0.539324014,99188,5062622098,421885174.8,20539.84359,14539.46206,0.769921792,0.314126592,244.3229248,186.3129985,9.640810457,7.211979042
에이비제트,0.001061983,0.523451661,1707444,1.57043E+12,1.20802E+11,347566.1434,185460.1645,1.206307767,0.31007399,337.7264669,492.9000017,11.8210582,9.310240964
탤런트뱅크,0.004160218,0.050133448,138422.1723,414143960.9,24361409.47,4935.727856,3868.752946,1.432805139,0.303807494,295.1446846,12.05067891,45.8455142,21.58931614
애드엑스,3.73277E-13,2.14366535,368372.9628,2363378194,181798322.6,13483.26083,10579.47721,1.441160138,0.301758967,253.2393107,5.74283E+12,13.7050181,13.09066946
디유닛,1.27533E-05,0.148053929,472240813.6,1.02549E+12,48832994937,220981.8883,187409.2168,0.752065327,0.29563017,522.845113,11609.04313,63.21165252,54.31729574
트래블월렛,0.000425178,0.122923702,6774486.631,5414993026,451249418.8,21242.63211,18720.92469,2.50258539,0.29511506,245.1303694,289.1114895,45.94133652,35.26464533
패션프루트,1.95736E-07,0.577565507,10734560.63,1440699239,90043702.42,9489.136021,7149.361429,37.45727385,0.294811659,299.0528911,2950732.136,25.79371283,23.51352568
한국금융솔루션,0.019161836,0.204811541,211152,20440822958,1703401913,41272.2899,24682.55871,2.260495942,0.294438389,261.0707186,10.68851326,10.57790736,4.697932195
컨슈머브릿지,0.026681222,0.393127552,76759,3956367224,329697268.7,18157.56781,10542.60494,0.989027873,0.292652733,241.3642251,14.73424093,6.408094027,3.271051695
리드앤톡에듀,0.004236513,0.330348317,36838,713036210.7,50931157.91,7136.60689,5137.760987,1.078835904,0.286210107,254.4437961,77.97646018,13.02033622,9.08424057
엘지씨엔에스,0.000295601,0.036529267,43668826.72,3.3287E+11,15850964733,125900.6145,96343.56667,0.555831878,0.281083242,499.2164202,123.5760721,130.8044574,95.04172549
지니웍스,0.001286249,0.275557758,436000,1.63031E+11,8151536618,90285.86056,55972.25625,2.755260719,0.280268374,462.4294458,214.2336815,19.38661218,14.6295726
오늘식탁,0.014755468,0.098791032,850558,4.18727E+11,23262635601,152520.935,90992.11403,1.056628744,0.2791192,435.6620572,6.69521495,16.74550148,5.147099976
화난사람들,0.017163713,0.142194583,74949,3774746612,251649774.2,15863.47295,11156.70687,1.038924581,0.271146108,296.1532334,8.284604804,13.26820753,5.004076162
더블유에스비팜,0.01637063,0.147269706,163386,15614032177,1040935478,32263.53171,22973.10648,0.984414723,0.269566379,317.4507847,8.995970852,13.42442123,5.376540536
로마켓,0.021095787,0.379811283,70650,5384111605,256386266.9,16012.06629,12677.6507,0.358794634,0.268173272,412.6061101,18.00412945,7.210152579,3.925207027
위펀,0.012985396,0.222660127,53554,1779537487,127109820.5,11274.29911,8197.780457,0.923789997,0.26505425,267.247868,17.14696468,12.05972909,6.471004639
캐치잇플레이,0.017701213,0.348506683,684086,5.81396E+11,27685542609,166389.7311,124038.9331,0.481336615,0.261912775,510.9276999,19.68829344,8.137520375,4.54131748
꿈비,0.013142825,2.0031E-05,61718.29834,524390121.7,27599480.09,5253.520733,3768.720417,0.810864495,0.260295298,331.5328424,0.001524104,-492.7767044,-592.8277831
바람인터내셔날,0.000159612,0.093628025,23301019.82,74555714761,3923984987,62641.71922,51335.61067,0.762885792,0.255982918,425.7170975,586.5988399,67.96568701,53.92377339
로플랫,1.58973E-11,1.694983755,47452.40545,439786276,29319085.06,5414.710063,3079.872084,0.969546686,0.254255077,263.9062384,1.06621E+11,14.98099436,14.2040206
엔라이튼,0.003283749,0.213198812,66878,3555043943,187107576,13678.72713,7908.085292,1.539694432,0.254241673,367.8966914,64.92542412,19.2774848,13.19404839
자버,0.014498464,0.132102717,30975,669059359.7,39356432.92,6273.470564,4409.993264,1.135184211,0.247403116,303.29889,9.111497212,15.07175474,6.088485389
샵팬픽,0.023107681,0.147760759,114317,7213944424,554918801.8,23556.71458,15409.89226,1.549145326,0.244384821,267.7463207,6.39444347,10.85881868,3.151380732
스푼라디오,0.048994657,0.336889831,2556231,5.78842E+12,2.75639E+11,525013.1774,453187.2976,0.367608855,0.24196282,559.1895029,6.876052411,4.996429673,1.583600354
맵스,0.001053884,0.306698677,144092,14435512785,801972932.5,28319.12662,15427.51637,3.062522375,0.240395171,375.0465375,291.0176117,18.43488735,14.15561216
바이오닉스,0.006822412,2.93244E-05,167101.0054,1730106440,86505322.01,9300.823728,6222.282703,1.601936085,0.231582938,371.5143299,0.004298245,-795.3528907,-987.5607944
러닝스푼즈,0.021259618,0.03576231,133737,10183731006,535985842.4,23151.36805,14086.72862,0.564456737,0.225252842,387.8927478,1.682170881,9.120792108,-13.97484749
마인즈랩,0.014163928,0.118683742,55454,1897224841,118576552.6,10889.28614,6672.557497,8.887983728,0.225011161,303.4571092,8.379295951,16.00151434,6.088221185
빛컨,0.005453285,0.260320431,33249,1138576851,71161053.2,8435.701109,5761.826076,2.423615868,0.222126161,295.2872995,47.73644573,14.54506198,9.589877105
틴고랜드,0.054860106,0.004756656,95089,4920220251,410018354.2,20248.90995,14824.97257,1.572618392,0.220081567,243.9805498,0.086705183,-41.0160085,-63.1064048
라엘코리아,0.023483534,0.129911372,83763,3873880116,297990778.1,17262.4094,10823.37598,2.436214696,0.216500267,259.6634503,5.532019761,11.15130248,2.565894146
위주,0.020761811,0.37292687,75269,5895059726,421075694.7,20520.12901,16173.82252,2.64338875,0.213735557,284.0165244,17.96215505,7.3364239,3.991247976
건강한친구들,0.002725461,0.202062531,134483,11987220787,630906357.2,25117.84937,12216.1133,5.860673188,0.211793351,390.9906921,74.1388535,21.0263292,14.59549366
바로고,0.000530128,0.043697181,1765504.064,3264550386,155454780.3,12468.15064,7808.392457,0.510664097,0.210915954,402.0991743,82.42761721,99.75557286,69.97854306
에멘탈,0.000596077,0.054069121,3134659.59,2690902751,168181421.9,12968.47801,9756.62192,1.087987649,0.203169168,309.0488616,90.70832292,82.45921167,58.36787111
뤼이드,0.019098212,0.354714566,1175308,1.70067E+12,80984299903,284577.4058,207944.8072,2.807812758,0.201469794,533.467944,18.5731824,7.815994813,4.292953402
하우빌드,0.007992716,0.141680615,43866.33023,1305331319,68701648.39,8288.645751,6341.951241,2.625154668,0.198238664,348.8603913,17.72621724,19.20879774,10.40991629
알파프라임,0.012947809,0.231899945,364647,79118306290,6593192191,81198.47407,47540.9332,1.247042486,0.182401841,277.3116416,17.910362,11.78438185,6.405701115
한패스,0.000787299,0.021476864,3520764.61,4638724317,272866136.3,16518.66024,12267.45485,0.455481539,0.179474381,336.2163621,27.27916613,148.4952851,89.34381899
헬프미,0.028913949,0.099202238,15514,189621501.1,11154205.95,3339.791303,2617.273222,0.626164925,0.178134876,281.8645624,3.430947355,9.622799766,-0.65660303
헬프미법률사무소,0.028913949,0.099202238,15514,189621501.1,11154205.95,3339.791303,2617.273222,0.626164925,0.178134876,281.8645624,3.430947355,9.622799766,-0.65660303
올룰로,0.051639487,0.53534069,1000670,7.55882E+11,53991576322,232360.8752,163975.8933,0.549473521,0.176245704,351.9693143,10.36688627,3.984149388,1.740533763
리치플래닛,0.014616798,0.040610506,1475822,1.49843E+12,71353626351,267120.9957,162945.8559,1.43564148,0.171475707,530.8091941,2.778344926,18.50272108,-5.343416683
비바웨이브,0.023195457,0.354335827,55561,1605270803,123482369.5,11112.26212,8902.251184,0.345471466,0.169426437,248.2109163,15.27608741,7.221358352,3.733017246
크로스앵글,0.008296911,0.308738406,1638762,1.78423E+12,1.48686E+11,385598.4175,233628.9076,1.849169472,0.167439314,314.7012417,37.21124519,11.40759658,7.253618071
지앤톡,0.000161008,0.062173673,7164872.241,5479665927,260936472.7,16153.52818,13007.39248,3.601809721,0.164206467,412.9755383,386.1525963,95.55246842,74.42525833
띵굴,0.002783426,0.323764781,323695,64476676682,4605476906,67863.66411,37359.38102,1.212794192,0.162376768,317.5071689,116.3187858,14.56548977,10.53252353
한국거래소시스템즈,7.52278E-05,0.093532367,5750586.066,1259195430,66273443.69,8140.850305,6503.550219,2.065845653,0.159165557,348.1766967,1243.321883,76.1214092,62.05248774
디에스글로벌농업회사법인,0.022322865,0.360231647,563316,2.07548E+11,17295678532,131513.0356,100313.9667,1.781135086,0.154758707,288.8846701,16.13733945,7.26990723,3.827370655
케이크,0.239957993,0.001851056,6083041,2.63346E+13,1.64592E+12,1282932.248,1158159.995,0.462235004,0.13788173,456.0690827,0.007714084,-20.11797134,-25.56424351
라카이코리아,0.005630491,0.24288109,1110330,1.12377E+12,74917741976,273711.0556,182024.2416,2.635833,0.134177468,381.5948486,43.13675161,15.14768575,9.848303366
이상한마케팅,0.02070158,0.348252563,22161,377891415.8,26992243.99,5195.406047,4343.490623,1.092915757,0.133835765,245.5548417,16.82251154,7.650592959,4.081157774
람다256,0.041458141,0.082096682,84843,6286374014,483567231.9,21990.16216,18471.75728,1.344517897,0.133162585,265.9571119,1.980230676,5.529637203,-5.129257973
KIS정보통신,0.014898694,0.042352451,66317,3286772668,164338633.4,12819.46307,8428.632926,1.132624737,0.12814459,384.3487939,2.842695595,18.24859146,-4.754579877
엔젤게임즈,3.94214E-06,0.238239454,184399563.8,2.55511E+11,12167189697,110304.9849,91063.2405,0.837842998,0.124556519,493.6621847,60433.98211,46.21033376,40.68255033
마이리얼트립,0.051536093,0.299053471,1543868,2.56554E+12,1.22169E+11,349526.5091,251170.3056,0.319602801,0.121577223,542.1020568,5.802796683,5.015380291,1.258970993
아이지에이웍스,0.006483538,0.110624375,3207040,1.11411E+13,5.3053E+11,728375.0261,459226.1212,4.089412822,0.11009877,572.9399963,17.06234662,24.22444402,12.97876589
몰로코,0.006615586,0.100250151,178841.5722,23906904107,1138424005,33740.53949,22112.06993,1.559756024,0.090812618,443.9111245,15.15363134,25.43603101,13.11254983
모비두,0.001342487,0.274083408,1625570,2.86087E+12,1.58937E+11,398669.5029,230752.2539,10.19234263,0.088787883,470.2519694,204.1609257,19.31157756,14.53004495
드림모션,0.000251197,0.498116602,257616,61038389776,3590493516,59920.72693,33381.49732,0.782296831,0.086016263,380.0264435,1982.97439,15.23443775,12.59189564
데일리펀딩,0.005602121,0.18089391,759078,7.06361E+11,39242256748,198096.5844,134941.1346,4.021990261,0.085827979,445.0743597,32.2902555,18.63184688,11.57026017
어뮤즈,0.007561888,0.158670003,118050,9102209700,568888106.3,23851.37535,13305.75236,0.816043875,0.08575349,328.5471092,20.98285584,18.30999874,10.38758452
체인파트너스,0.000138638,0.100124405,2718287.844,401979992.1,26798666.14,5176.742812,3909.397676,1.374374109,0.081666255,262.5579401,722.1990825,65.65031993,52.51529171
마켓비,0.007803307,0.08504452,2143688,3.67043E+12,1.74782E+11,418069.8302,255071.1543,0.888446262,0.08086184,549.6229577,10.89852273,25.72625909,11.54221256
커뮤니케이션앤컬처,0.000959807,0.307905401,928777,9.63656E+11,53536447261,231379.4443,125226.5496,2.143067358,0.0786123,450.6653133,320.7993476,18.68392974,14.42007009
스트리미,0.016303464,0.072724388,1784603,2.23713E+12,1.24285E+11,352540.4481,235128.3426,0.686685506,0.074893008,465.8251431,4.460670794,16.79585797,2.003207492
현대엔지니어링,0.003196452,0.146890865,508641,2.2702E+11,10810470620,103973.413,63871.54491,2.648967828,0.062811465,491.1794011,45.95434762,25.50281094,16.72819942
위즈돔,2.31427E-05,0.114751556,6914061.151,599687893.8,28556566.37,5343.834426,4435.468549,7.473974554,0.053399642,366.5153467,4958.436992,74.13520554,62.66091795
어브로딘,0.020836951,0.026444418,71731,3942813287,246425830.5,15697.95625,10247.70371,1.625211021,0.040592072,315.1611458,1.269111665,5.040403522,-22.81322932
스윙비,0.000204702,0.026779632,19937319.33,60577337675,2884635127,53708.79935,38939.25257,0.916978133,0.039851625,463.4359494,130.8228315,180.617543,131.8130058
레드로켓,0.012841835,0.056614776,39875,1139316955,63295386.39,7955.839767,4751.165121,0.910941029,0.034729792,329.339814,4.408620475,21.35954801,2.398676282
피알앤디컴퍼니,0.038128377,0.050712403,774841,6.91166E+11,32912659928,181418.4663,134549.2709,0.531623664,0.024853098,514.5595876,1.330043595,3.210369394,-11.61343002
랩도쿠,0.02334458,0.077955331,80413,4986925308,356208950.6,18873.49863,14239.00411,2.488339267,0.018618567,281.6743928,3.339333192,11.90298329,-1.097599713
에스브릿지,0.000168778,0.015427829,5412766.187,5142492661,244880602.9,15648.66138,9856.788646,1.760243463,-0.0128865,411.6419076,91.40882277,289.5079526,205.0692137
엔픽셀,9.5931E-05,0.689011896,844145,6.86518E+11,49036999733,221442.9943,102119.2357,2.458832491,-0.015702394,350.6217733,7182.371483,12.88533456,10.97422886
오윈,0.017254112,0.347083199,67592,8817162127,551072632.9,23474.93627,16723.05268,12.17854602,-0.016701154,328.0380349,20.1159702,8.238283456,4.623616884
퍼스트캔버스,0.007408865,0.065950898,147979,17560101292,975561182.9,31233.97482,15658.64512,4.429419785,-0.028266646,378.5734218,8.90161961,29.80153083,11.84948405
비지피웍스,0.000878268,0.005307677,2815940.629,9347671232,491982696.4,22180.68296,17001.53826,0.901331281,-0.034001742,386.265128,6.04334726,290.8137849,77.91859671
브이씨,0.014118149,0.061112731,275539,57595402640,4113957331,64140.13822,34544.72566,1.716423204,-0.047340715,315.9271176,4.328664436,19.47682987,1.971280319
캠핑톡,0.000184138,0.166080791,1988124.561,2023925873,126495367.1,11247.01592,9146.459129,1.294515644,-0.047380367,304.4914599,901.9358943,40.92590946,33.0050695
핀크럭스,0.000678063,0.024030118,110001762,3.72821E+13,1.96222E+12,1400791.175,968578.9465,4.52605327,-0.049362097,543.7968149,35.43937145,144.3984659,91.09798569
글루가,0.000157542,0.540399254,728264,6.25639E+11,36802315577,191839.2962,119274.5961,0.805547635,-0.060328597,419.5900523,3430.195908,15.05923656,12.62293771
카이아이컴퍼니,0.019723664,0.194357372,420611,1.47633E+11,12302765446,110917.832,89886.57522,2.710144707,-0.060814291,284.7970789,9.854019435,10.6869785,4.53529913
케어위드,0.021919468,0.346378731,28366,697754588.3,49839613.45,7059.717661,5415.573999,0.561290231,-0.068544723,254.1404895,15.80233318,7.494355411,3.91856302
아이씨비,0.016292987,0.31395996,36520,2070537960,129408622.5,11375.79107,7037.898408,5.739843264,-0.086031392,304.8557692,19.26963826,8.958377941,4.970653043
크로스파이낸스코리아,6.31389E-05,0.164643261,12850351.57,12613692410,788355775.6,28077.67397,21137.98721,5.477319953,-0.091716261,333.7673606,2607.636803,47.75891928,39.76312859
캔슬마켓,0.027429186,0.346613935,26797,619690206.5,51640850.54,7186.156869,5543.951482,0.610456076,-0.095178911,219.1178831,12.63668331,6.781581633,3.260709777
두번째,0.000870618,0.621398427,84878,5728188131,440629856.3,20991.1852,14500.60213,0.878045578,-0.13641235,264.7483048,713.7442086,10.55897719,8.442596967
버드뷰,0.161557815,0.117845943,8137585,4.07338E+13,1.9397E+12,1392732.839,1054966.361,0.201544063,-0.137062384,600.1646947,0.729435112,-1.129136079,-5.842594152
산너머남촌,0.056361785,0.401222936,91025,11053708163,552685408.1,23509.26218,17238.84976,0.355677698,-0.168429982,408.6059903,7.118705292,4.289316881,1.411253351
모인,0.01732819,0.330444037,67132,7733644925,368268806,19190.33105,13728.2647,0.592203234,-0.226254303,420.2107973,19.0697374,8.477107758,4.690267429
미머디,0.020436494,0.338846396,29722,1131570146,53884292.67,7340.59212,6139.269619,0.437300195,-0.232633202,379.8493411,16.58045663,7.816193782,4.150675791
꾸까,0.022805019,0.357238873,85187,9964183324,474484920.2,21782.67477,17632.30986,0.432670262,-0.261352677,425.5325483,15.6649234,7.239753346,3.774474922
차이코퍼레이션,0.355237201,0.16523868,3022073,5.17923E+12,4.70839E+11,686176.8643,459369.27,0.268709035,-0.312188143,301.6555952,0.465150271,-1.470567205,-4.000862929
엑스바이블루,0.024986643,0.375296628,229965,1.17624E+11,7841585254,88552.72584,72048.03943,17.94868392,-0.327064995,347.7406028,15.0198897,6.768644852,3.478580061
사운드짐,0.023597855,0.346795292,66570,6695039901,515003069.3,22693.67906,15945.08567,0.973204814,-0.423055608,266.7758844,14.69605158,7.256016688,3.700449026
트레이지,0.08060568,0.159835081,822468,7.71789E+11,36751842771,191707.7014,167739.8002,0.349116956,-0.476364685,516.8765383,1.982925785,2.84716044,-2.630105109
웨이브코퍼레이션,0.026164473,0.351560075,1587427,3.95565E+12,2.47228E+11,497220.6064,368180.2499,16.59931465,-0.521951966,425.7372506,13.43654345,6.877970027,3.39141374
공구우먼,0.032085867,0.444771809,179076,59771988931,2846285187,53350.58751,44901.29861,0.526813732,-0.64114059,463.1548913,13.86192283,5.513480956,2.751738904
쓰리아이,0.030397425,0.339478198,140844,27324253117,1951732366,44178.41515,31504.2482,0.67370324,-0.702713164,305.4877649,11.16799213,6.523954789,2.96341223
